"CountryName","CountryCode","IndicatorName","IndicatorCode","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Chile","CHL","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","33550","33600","33650","33700","33750","33800","33850","33900","33950","34000","34050","34100","34150","34200","34300","34407","34400","34395","34385","34380","34370","34365","34360","34350","34340","37920","41270","37450","36620","35750","37570","39900","41710","41312","43201","44265","53710","53730","53750","53770","53790","53810","53830","53850","53870","53890","53915","","","","","","","","","",
"Chile","CHL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.913358778626","88.6592105757852","108.482337356491","95.6215207729762","103.919284673115","101.055480176013","102.020013441864","83.7330906365884","47.9190909090909","60.3135","50.3332","60.64656","","","",
"Chile","CHL","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307.773333333333","330.142666666667","491.352666666667","434.761379310345","475.814074074074","532.413112164297","691.456288343558","610.552511415525","373.248623131393","562.18890787634","470.586695388114","579.130634071811","","","",
"Chile","CHL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","133860","135560","137260","138980","140690","142380","144580","146780","148480","151000","153500","156000","158380","162500","165500","172000","171000","170000","169000","168500","167500","166000","165500","165000","164720","164360","161630","161540","161690","158990","157890","155560","154770","154500","153300","152320","152220","152190","150600","151100","151500","155650","154250","159350","158850","158000","157360","157760","157860","157430","157594","158089.8","157810","","","",
"Chile","CHL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","18.0032601152338","18.2318985598468","18.4605370044598","18.6918653131271","18.9218486897672","19.1491422023531","19.4450272483229","19.7409122942926","19.9695507389057","20.3084736097438","20.6447066165276","20.9809396233114","21.3010334457697","21.8551454409494","22.25862504909","23.132830866728","22.9983376640145","22.8638444613009","22.7293512585874","22.6621046572306","22.5276114545171","22.3258716504468","22.25862504909","22.1913784477333","22.1537203509735","22.1053027979966","21.7381363545886","21.7260319663444","21.7462059467515","21.3830742994249","21.23513177644","20.9217626141175","20.8155129839738","20.7791998192411","20.6178079759849","20.4860046373256","20.4725553170543","20.4685205209729","20.2546763286583","20.3219229300151","20.3757202111005","20.9338670023617","20.7455765185628","21.4314918524018","21.364245251045","21.2499260287385","21.1638503790018","21.2176476600873","21.2310969803586","21.1732649031918","21.1953217884368","21.2620035183422","21.2243723202229","","","",
"Chile","CHL","Arable land (hectares)","AG.LND.ARBL.HA","","3640000","3660000","3680000","3700000","3720000","3740000","3760000","3780000","3800000","3902000","3952000","4002000","4102000","4152000","4152000","4198000","4095000","3992000","3889000","3836000","3733000","3580000","3528000","3475000","3444000","3354000","3076000","3059000","3070000","2802000","2685000","2440000","2304000","2276000","2120000","1985000","1982000","1979000","1800000","1750000","1750000","1650000","1500000","1500000","1450000","1350000","1266000","1304000","1314000","1271000","1287400","1336980","1309000","","","",
"Chile","CHL","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.462310046454539","0.454423214023649","0.446734498282561","0.439241399237904","0.431951699439647","0.424858734470788","0.417990953163891","0.411424451586444","0.405246664580002","0.408079258153323","0.405683719240998","0.403567447495391","0.406646841889621","0.404872748846083","0.398441930831172","0.396627550951476","0.381060395699815","0.365973251865781","0.351303562953436","0.341453080465786","0.327442094808389","0.309444050916512","0.300458429046972","0.291492438770021","0.284426508947047","0.272589780906573","0.245932676489476","0.240553460116567","0.237460040773513","0.21322250430364","0.201062538761637","0.179848929847271","0.167214905118605","0.162710906685081","0.149359031353138","0.137885332195982","0.135808585267852","0.133819211800109","0.12015633139757","0.115356318859895","0.113944027308021","0.106146499925311","0.0953636240415002","0.0942618477245096","0.0900812974390633","0.0829252184065975","0.0769011111846106","0.0783374204160294","0.0780750657889381","0.0746985844530089","0.0748431587022031","0.0768890268860853","0.0744772665966956","","","",
"Chile","CHL","Arable land (% of land area)","AG.LND.ARBL.ZS","","4.89555257877267","4.92245121931538","4.94934985985808","4.97624850040079","5.0031471409435","5.0300457814862","5.05694442202891","5.08384306257162","5.11074170311432","5.24792476988213","5.3151713712389","5.38241797259566","5.5169111753092","5.58415777666597","5.58415777666597","5.64602464991419","5.50749665111925","5.36896865232431","5.23044065352937","5.1591592560912","5.02063125729626","4.81485665714455","4.74492019173351","4.67363879429534","4.63194590145414","4.51090201901196","4.13701091546833","4.11414707100703","4.12894132330552","3.76849954003325","3.61114249285841","3.28163414621025","3.09872339051984","3.06106529376005","2.85125589752694","2.66969007386367","2.66565527778226","2.66162048170085","2.42087764884363","2.35363104748686","2.35363104748686","2.21913784477333","2.01739804070302","2.01739804070302","1.95015143934626","1.81565823663272","1.70268394635335","1.75379136338449","1.76724068365585","1.70940860648903","1.73146549173405","1.79814722163942","1.76051602352017","","","",
"Chile","CHL","Land under cereal production (hectares)","AG.LND.CREL.HA","","1024480","1013290","991550","987443","957810","1009247","968900","1008340","951251","967700","968330","982070","784560","879200","969970","969130","928550","855960","883810","852020","723930","656950","635460","782360","800220","797180","874770","792720","804080","823447","706970","694330","622470","583380","618407","604456","682719","613235","533827","593690","631247","652128","685127","706925","686445","594456","497056","565044","572191","526524","570215","556184","579184","567641","","",
"Chile","CHL","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.263606677318528","0.263606677318528","0.263606677318528","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.266296541372799","0.27167626948134","0.275711065562746","0.279745861644152","0.283780657725559","0.287815453806965","0.291850249888371","0.295885045969777","0.298574910024047","0.302609706105453","0.306644502186859","0.312024230295401","0.318748890431078","0.32950834664816","0.334888074756702","0.332198210702431","0.341612734892379","0.357751919218003","0.36716644340795","0.368511375435086","0.376580967597898","0.423653588547635","0.423653588547635","0.423653588547635","0.443827568954665","0.484175529768725","0.537972810854139","0.55814679126117","0.571596111532523","0.585045431803877","0.585045431803877","0.605219412210907","0.614633936400854","0.614633936400854","0.614633936400854","0.614633936400854","0.614633936400854","0.614633936400854","0.614633936400854","","","",
